sorteren op datum. Eerste datum eerst,,,Categories:,Traffic,Humans,Nature,Noise,Music,Other,Silence,Machine
466,L.H.Boulogne_2016-04-27T12-24-48.000Z,Pim,00:00:13,00:00:31,No,No,No,Music,Loud,,
466,L.H.Boulogne_2016-04-27T12-24-48.000Z,Pim,00:00:17,00:00:25,No,No,No,Human,vocal,,
466,L.H.Boulogne_2016-04-27T12-24-48.000Z,Pim,00:00:31,00:00:36,No,No,No,Human,vocal,,
486,S.Bosch.8_2016-04-28T09-02-01.000Z,Pim,00:00:00,00:00:17,No,Yes,No,Nature,birds,,
486,S.Bosch.8_2016-04-28T09-02-01.000Z,Pim,00:00:00,00:00:32,No,No,No,Other,Footsteps,,
486,S.Bosch.8_2016-04-28T09-02-01.000Z,Pim,00:00:00,00:00:20,No,No,No,Other,Wind,,
486,S.Bosch.8_2016-04-28T09-02-01.000Z,Pim,00:00:04,00:00:05,No,No,No,human,vocal,,
486,S.Bosch.8_2016-04-28T09-02-01.000Z,Pim,00:00:26,00:00:28,No,No,No,Traffic,passing bicycle,,
493,S.Looije.2_2016-04-28T09-33-21.000Z,Pim,00:00:01,00:00:01,Yes,No,No,Noise,,,
499,S.Looije.2_2016-04-28T10-56-16.000Z,Pim,00:00:03,00:00:03,No,No,No,human,vocal,,
499,S.Looije.2_2016-04-28T10-56-16.000Z,Pim,00:00:07,00:00:11,No,No,No,human,vocal,,
499,S.Looije.2_2016-04-28T10-56-16.000Z,Pim,00:00:08,00:00:09,Yes,No,Yes,Noise,,,
499,S.Looije.2_2016-04-28T10-56-16.000Z,Pim,00:00:17,00:00:21,No,No,No,Noise,,,
499,S.Looije.2_2016-04-28T10-56-16.000Z,Pim,00:00:21,00:00:24,No,No,No,Noise,,,
499,S.Looije.2_2016-04-28T10-56-16.000Z,Pim,00:00:25,00:00:26,No,No,No,Noise,,,
499,S.Looije.2_2016-04-28T10-56-16.000Z,Pim,00:00:30,00:00:30,No,No,No,Noise,,,
507,R.Mencis_2016-04-28T11-07-39.000Z,Pim,00:00:00,00:00:31,No,No,No,Human,vocal,,
507,R.Mencis_2016-04-28T11-07-39.000Z,Pim,00:00:00,00:00:31,Yes,No,No,Other,ticking with nails,,
513,X.L.X.Stokkel_2016-04-28T11-30-19.000Z,Pim,00:00:00,00:00:02,No,No,No,Human,vocal,,
513,X.L.X.Stokkel_2016-04-28T11-30-19.000Z,Pim,00:00:02.483,00:00:03.993,No,No,No,Human,vocal,,
513,X.L.X.Stokkel_2016-04-28T11-30-19.000Z,Pim,00:00:00.000,00:00:30.140,No,No,No,Human,background murmer,,
513,X.L.X.Stokkel_2016-04-28T11-30-19.000Z,Pim,00:00:05.307,00:00:07.304,No,No,No,Human,vocal,,
513,X.L.X.Stokkel_2016-04-28T11-30-19.000Z,Pim,00:00:08.034,00:00:14.266,No,No,No,Human,vocal,,
513,X.L.X.Stokkel_2016-04-28T11-30-19.000Z,Pim,00:00:14.461,00:00:15.484,No,No,No,Human,laughing,,
513,X.L.X.Stokkel_2016-04-28T11-30-19.000Z,Pim,00:00:15.143,00:00:15.776,No,No,No,Human,vocal,,
513,X.L.X.Stokkel_2016-04-28T11-30-19.000Z,Pim,00:00:16.263,00:00:16.798,No,No,No,Human,laughing,,
513,X.L.X.Stokkel_2016-04-28T11-30-19.000Z,Pim,00:00:17.188,00:00:30.140,No,No,No,Human,vocal,,
513,X.L.X.Stokkel_2016-04-28T11-30-19.000Z,Pim,00:00:21.813,00:00:23.664,No,No,No,Human,laughing,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:00.628,00:00:29.884,No,No,No,Human,background murmer,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:01.545,00:00:04.635,No,No,No,Human,vocal,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:05.166,00:00:06.566,No,No,No,Human,vocal,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:06.324,00:00:07.869,No,No,No,Human,laughing,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:07.193,00:00:07.869,No,No,No,Human,vocal,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:08.497,00:00:16.463,No,No,No,Human,vocal,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:16.366,00:00:17.284,Yes,No,Yes,Human,vocal loud,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:17.525,00:00:18.056,No,No,No,Human,laughing,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:18.008,00:00:19.408,Yes,No,Yes,Human,vocal loud,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:20.808,00:00:21.387,No,No,No,Human,vocal,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:22.353,00:00:23.125,No,No,No,Human,vocal,,
514,S.M.Romer_2016-04-28T11-31-12.000Z,Pim,00:00:23.849,00:00:29.884,No,No,No,Human,vocal,,
